Topic,Fulltext Rank,Abstract Rank,Title
14,9,16,"Safe nondeterminism in a deterministic-by-default parallel language - Robert L. Bocchino, Jr., Stephen Heumann, Nima Honarmand, Sarita V. Adve, Vikram S. Adve, Adam Welc, Tatiana Shpeisman (POPL 2011)"
14,14,15,"High-level small-step operational semantics for transactions - Katherine F. Moore, Dan Grossman (POPL 2008)"
14,10,19,"Inferring locks for atomic sections - Sigmund Cherem, Trishul Chilimbi, Sumit Gulwani (PLDI 2008)"
14,15,18,"Coarse-grained transactions - Eric Koskinen, Matthew Parkinson, Maurice Herlihy (POPL 2010)"
14,18,22,"Semantics of transactional memory and automatic mutual exclusion - Martín Abadi, Andrew Birrell, Tim Harris, Michael Isard (POPL 2008)"
14,31,20,"The theory of deadlock avoidance via discrete control - Yin Wang, Stéphane Lafortune, Terence Kelly, Manjunath Kudlur, Scott Mahlke (POPL 2009)"
14,13,42,"Scalable lock-free dynamic memory allocation - Maged M. Michael (PLDI 2004)"
14,33,27,"Lock allocation - Michael Emmi, Jeffrey S. Fischer, Ranjit Jhala, Rupak Majumdar (POPL 2007)"
14,38,28,"Dynamically checking ownership policies in concurrent c/c++ programs - Jean-Phillipe Martin, Michael Hicks, Manuel Costa, Periklis Akritidis, Miguel Castro (POPL 2010)"
14,21,46,"Parallelizing sequential applications on commodity hardware using a low-cost software transactional memory - Mojtaba Mehrara, Jeff Hao, Po-Chun Hsu, Scott Mahlke (PLDI 2009)"
14,24,45,"Goldilocks: a race and transaction-aware java runtime - Tayfun Elmas, Shaz Qadeer, Serdar Tasiran (PLDI 2007)"
14,23,47,"JANUS: exploiting parallelism via hindsight - Omer Tripp, Roman Manevich, John Field, Mooly Sagiv (PLDI 2012)"
14,32,40,"On-the-fly detection of access anomalies - D. Schonberg (PLDI 1989)"
14,45,39,"Atomic data abstractions in a distributed collaborative editing system - Irene Greif, Robert Seliger, William E. Weihl (POPL 1986)"
15,26,1,"Modular code generation from synchronous block diagrams: modularity vs. code size - Roberto Lublinerman, Christian Szegedy, Stavros Tripakis (POPL 2009)"
15,11,17,"Code generation for expressions with common subexpressions (Extended Abstract) - A. V. Aho, S. C. Johnson, J. D. Ullman (POPL 1976)"
15,4,25,"Off-line and on-line algorithms for deducing equalities - Peter Downey, Hanan Samet, Ravi Sethi (POPL 1978)"
15,25,12,"Code-generation for machines with multiregister operations - A. V. Aho, S. C. Johnson, J. D. Ullman (POPL 1977)"
15,27,49,"An algorithm for optimal lambda calculus reduction - John Lamping (POPL 1990)"
15,43,34,"Lazy code motion - Jens Knoop, Oliver Rüthing, Bernhard Steffen (PLDI 1992)"
15,44,46,"A unified approach to global program optimization - Gary A. Kildall (POPL 1973)"
16,2,6,"Multiparty asynchronous session types - Kohei Honda, Nobuko Yoshida, Marco Carbone (POPL 2008)"
16,0,14,"Dynamic multirole session types - Pierre-Malo Deniélou, Nobuko Yoshida (POPL 2011)"
16,8,11,"Composable asynchronous events - Lukasz Ziarek, KC Sivaramakrishnan, Suresh Jagannathan (PLDI 2011)"
16,15,5,"Communicating reactive processes - G. Berry, S. Ramesh, R. K. Shyamasundar (POPL 1993)"
16,3,17,"Deciding choreography realizability - Samik Basu, Tevfik Bultan, Meriem Ouederni (POPL 2012)"
16,22,0,"Bisimulation for quantum processes - Yuan Feng, Runyao Duan, Mingsheng Ying (POPL 2011)"
16,4,23,"Deadlock-freedom-by-design: multiparty asynchronous global programming - Marco Carbone, Fabrizio Montesi (POPL 2013)"
16,26,12,"Channel dependent types for higher-order mobile processes - Nobuko Yoshida (POPL 2004)"
16,34,4,"A calculus of higher order communicating systems - B. Thomsen (POPL 1989)"
16,28,10,"Unbounded speed variability in distributed communication systems - John Reif, Paul Spirakis (POPL 1982)"
16,19,20,"Modular session types for distributed object-oriented programming - Simon J. Gay, Vasco T. Vasconcelos, António Ravara, Nils Gesbert, Alexandre Z. Caldeira (POPL 2010)"
16,7,36,"From Communicating Machines to Graphical Choreographies - Julien Lange, Emilio Tuosto, Nobuko Yoshida (POPL 2015)"
16,30,15,"Specialization of CML message-passing primitives - John Reppy, Yingqi Xiao (POPL 2007)"
16,38,8,"Communicating quantum processes - Simon J. Gay, Rajagopal Nagarajan (POPL 2005)"
16,47,2,"Secure implementations of typed channel abstractions - Michele Bugliesi, Marco Giunti (POPL 2007)"
16,32,19,"Higher-order concurrent programs with finite communication topology (extended abstract) - Hanne Riis Nielson, Flemming Nielson (POPL 1994)"
16,16,37,"Fairness and hyperfairness in multi-party interactions - Paul C. Attie, Nissim Francez, Orna Grumberg (POPL 1990)"
16,41,16,"Bisimulation can't be traced - B. Bloom, S. Istrail, A. R. Meyer (POPL 1988)"
16,37,22,"Combinatory representation of mobile processes - Kohei Honda, Nobuko Yoshida (POPL 1994)"
16,29,30,"An operational framework for value-passing processes - Rance Cleaveland, Daniel Yankelevich (POPL 1994)"
16,39,28,"A uniform type structure for secure information flow - Kohei Honda, Nobuko Yoshida (POPL 2002)"
16,40,41,"CHOCOLATE: Calculi of Higher Order COmmunication and LAmbda TErms (preliminary report) - Bard Bloom (POPL 1994)"
17,2,1,"Sound predictive race detection in polynomial time - Yannis Smaragdakis, Jacob Evans, Caitlin Sadowski, Jaeheon Yi, Cormac Flanagan (POPL 2012)"
17,4,4,"Automatically classifying benign and harmful data races using replay analysis - Satish Narayanasamy, Zhenghao Wang, Jordan Tigani, Andrew Edwards, Brad Calder (PLDI 2007)"
17,12,3,"Race directed random testing of concurrent programs - Koushik Sen (PLDI 2008)"
17,6,10,"Isolating and understanding concurrency errors using reconstructed execution fragments - Brandon Lucia, Benjamin P. Wood, Luis Ceze (PLDI 2011)"
17,5,13,"Chimera: hybrid program analysis for determinism - Dongyoon Lee, Peter M. Chen, Jason Flinn, Satish Narayanasamy (PLDI 2012)"
17,8,11,"Maximal sound predictive race detection with control flow abstraction - Jeff Huang, Patrick O'Neil Meredith, Grigore Rosu (PLDI 2014)"
17,7,12,"Race detection for Android applications - Pallavi Maiya, Aditya Kanade, Rupak Majumdar (PLDI 2014)"
17,19,2,"CLAP: recording local executions to reproduce concurrency failures - Jeff Huang, Charles Zhang, Julian Dolby (PLDI 2013)"
17,18,5,"Adversarial memory for detecting destructive races - Cormac Flanagan, Stephen N. Freund (PLDI 2010)"
17,3,20,"FastTrack: efficient and precise dynamic race detection - Cormac Flanagan, Stephen N. Freund (PLDI 2009)"
17,10,14,"Race detection for event-driven mobile applications - Chun-Hung Hsiao, Jie Yu, Satish Narayanasamy, Ziyun Kong, Cristiano L. Pereira, Gilles A. Pokam, Peter M. Chen, Jason Flinn (PLDI 2014)"
17,9,15,"LiteRace: effective sampling for lightweight data-race detection - Daniel Marino, Madanlal Musuvathi, Satish Narayanasamy (PLDI 2009)"
17,0,30,"PACER: proportional detection of data races - Michael D. Bond, Katherine E. Coons, Kathryn S. McKinley (PLDI 2010)"
17,13,22,"Toward generating reducible replay logs - Kyu Hyung Lee, Yunhui Zheng, Nick Sumner, Xiangyu Zhang (PLDI 2011)"
17,21,17,"Efficient program execution indexing - Bin Xin, William N. Sumner, Xiangyu Zhang (PLDI 2008)"
17,14,26,"Scalable and precise dynamic datarace detection for structured parallelism - Raghavan Raman, Jisheng Zhao, Vivek Sarkar, Martin Vechev, Eran Yahav (PLDI 2012)"
17,36,6,"Goldilocks: a race and transaction-aware java runtime - Tayfun Elmas, Shaz Qadeer, Serdar Tasiran (PLDI 2007)"
17,35,9,"Efficient algorithms for bidirectional debugging - Bob Boothe (PLDI 2000)"
17,15,29,"A randomized dynamic program analysis technique for detecting real deadlocks - Pallavi Joshi, Chang-Seo Park, Koushik Sen, Mayur Naik (PLDI 2009)"
17,24,21,"Directed incremental symbolic execution - Suzette Person, Guowei Yang, Neha Rungta, Sarfraz Khurshid (PLDI 2011)"
17,29,18,"Atomizer: a dynamic atomicity checker for multithreaded programs - Cormac Flanagan, Stephen N Freund (POPL 2004)"
17,11,42,"Effective static race detection for Java - Mayur Naik, Alex Aiken, John Whaley (PLDI 2006)"
17,17,38,"Efficient and precise datarace detection for multithreaded object-oriented programs - Jong-Deok Choi, Keunwoo Lee, Alexey Loginov, Robert O'Callahan, Vivek Sarkar, Manu Sridharan (PLDI 2002)"
17,34,24,"Towards locating execution omission errors - Xiangyu Zhang, Sriraman Tallam, Neelam Gupta, Rajiv Gupta (PLDI 2007)"
17,16,45,"Sound and precise analysis of parallel programs through schedule specialization - Jingyue Wu, Yang Tang, Gang Hu, Heming Cui, Junfeng Yang (PLDI 2012)"
17,43,23,"Commutativity race detection - Dimitar Dimitrov, Veselin Raychev, Martin Vechev, Eric Koskinen (PLDI 2014)"
17,41,27,"Replay for concurrent non-deterministic shared-memory applications - Mark Russinovich, Bryce Cogswell (PLDI 1996)"
17,38,40,"LOCKSMITH: context-sensitive correlation analysis for race detection - Polyvios Pratikakis, Jeffrey S. Foster, Michael Hicks (PLDI 2006)"
17,37,43,"Conditional must not aliasing for static race detection - Mayur Naik, Alex Aiken (POPL 2007)"
17,31,49,"Race detection for web applications - Boris Petrov, Martin Vechev, Manu Sridharan, Julian Dolby (PLDI 2012)"
18,5,3,"Parametric completeness for separation theories - James Brotherston, Jules Villard (POPL 2014)"
18,3,6,"Context logic as modal logic: completeness and parametric inexpressivity - Cristiano Calcagno, Philippa Gardner, Uri Zarfaty (POPL 2007)"
18,7,4,"Proof search for propositional abstract separation logics via labelled sequents - Zhé Hóu, Ranald Clouston, Rajeev Goré, Alwen Tiu (POPL 2014)"
18,2,12,"A theorem prover for Boolean BI - Jonghyun Park, Jeongbong Seo, Sungwoo Park (POPL 2013)"
18,14,1,"\\\"Sometime\\\" is sometimes \\\"not never\\\": on the temporal logic of programs - Leslie Lamport (POPL 1980)"
18,9,8,"Cyclic proofs of program termination in separation logic - James Brotherston, Richard Bornat, Cristiano Calcagno (POPL 2008)"
18,11,11,"A proof system for separation logic with magic wand - Wonyeol Lee, Sungwoo Park (POPL 2014)"
18,6,24,"Classical BI: a logic for reasoning about dualising resources - James Brotherston, Cristiano Calcagno (POPL 2009)"
18,20,13,"Separation logic + superposition calculus = heap theorem prover - Juan Antonio Navarro Pérez, Andrey Rybalchenko (PLDI 2011)"
18,1,33,"Temporal logic programming is complete and expressive - M. Baudinet (POPL 1989)"
18,44,0,"\\\"Sometimes\\\" and \\\"not never\\\" revisited: on branching versus linear time (preliminary report) - E. Allen Emerson, Joseph Y. Halpern (POPL 1983)"
18,19,30,"Moded type systems for logic programming - K. A. Yelick, J. L. Zachary (POPL 1989)"
18,31,20,"Structuring the verification of heap-manipulating programs - Aleksandar Nanevski, Viktor Vafeiadis, Josh Berdine (POPL 2010)"
18,27,43,"Process logic: preliminary report - V. R. Pratt (POPL 1979)"
18,35,35,"Practical program analysis using general purpose logic programming systems—a case study - Steven Dawson, C. R. Ramakrishnan, David S. Warren (PLDI 1996)"
19,4,7,"Parsing expression grammars: a recognition-based syntactic foundation - Bryan Ford (POPL 2004)"
19,5,6,"Better extensibility through modular syntax - Robert Grimm (PLDI 2006)"
19,1,10,"LL(*): the foundation of the ANTLR parser generator - Terence Parr, Kathleen Fisher (PLDI 2011)"
19,7,5,"Incremental analysis of real programming languages - Tim A. Wagner, Susan L. Graham (PLDI 1997)"
19,15,0,"Elimination of single productions from LR parsers in conjunction with the use of default reductions - Eljas Soisalon-Soininen (POPL 1977)"
19,16,2,"Generalized left corner parsing - Alan J. Demers (POPL 1977)"
19,8,13,"Semantics and algorithms for data-dependent grammars - Trevor Jim, Yitzhak Mandelbaum, David Walker (POPL 2010)"
19,2,23,"Principled parsing for indentation-sensitive languages: revisiting landin's offside rule - Michael D. Adams (POPL 2013)"
19,22,4,"Strict deterministic versus LR(0) parsing - Matthew M. Geller, Michael A. Harrison (POPL 1973)"
19,10,18,"SuperC: parsing all of C by taming the preprocessor - Paul Gazzillo, Robert Grimm (PLDI 2012)"
19,11,24,"Grammatical abstraction and incremental syntax analysis in a language-based editor - R. A. Ballance, J. Butcher, S. L. Graham (PLDI 1988)"
19,0,36,"Verifiable composition of deterministic grammars - August C. Schwerdfeger, Eric R. Van Wyk (PLDI 2009)"
19,20,16,"Recognizing substrings of LR(k) languages in linear time - Joseph Bates, Alon Lavie (POPL 1992)"
19,26,15,"On directly constructing LR(k) parsers without chain reductions - Wilf R. LaLonde (POPL 1976)"
19,12,29,"Scannerless NSLR(1) parsing of programming languages - D. J. Salomon, G. V. Cormack (PLDI 1989)"
19,23,21,"Labelled precedence parsing - Mario Schkolnick (POPL 1973)"
19,6,41,"Deterministic parsing of ambiguous grammars - A. V. Aho, S. C. Johnson, J. D. Ullman (POPL 1973)"
19,29,20,"An efficient insertion-only error-corrector for LL(1) parsers - C. N. Fischer, D. R. Milton, S. B. Quiring (POPL 1977)"
19,17,35,"An LR substring parser for noncorrecting syntax error recovery - G. V. Cormack (PLDI 1989)"
19,3,49,"Incremental generation of parsers - J. Heering, P. Klint, J. Rekers (PLDI 1989)"
19,9,48,"A forward move algorithm for LR error recovery - Thomas J. Pennello, Frank DeRemer (POPL 1978)"
19,46,12,"Programmable syntax macros - Daniel Weise, Roger Crew (PLDI 1993)"
19,28,30,"The influence of productions on derivations and parsing (Extended Abstract) - Benton L. Leong, Detlef Wotschke (POPL 1976)"
19,13,46,"A context-free markup language for semi-structured text - Qian Xi, David Walker (PLDI 2010)"
19,40,22,"Maya: multiple-dispatch syntax extension in Java - Jason Baker, Wilson C. Hsieh (PLDI 2002)"
19,24,38,"Efficient algorithms for structural similarity of grammars - H. B. Hunt, III, D. J. Rosenkrantz (POPL 1980)"
19,30,40,"A complexity theory of grammar problems - H. B. Hunt, III (POPL 1976)"
19,36,47,"On the complexity of LR(k) testing - Harry B. Hunt, III, Thomas G. Szymanski, Jeffrey D. Ullman (POPL 1975)"
19,41,43,"PLAN2D - syntactic analysis of precedence graph grammars - Reinhold Franck (POPL 1976)"
20,3,5,"On laziness and optimality in lambda interpreters: tools for specification and analysis - John Field (POPL 1990)"
20,7,9,"A type-theoretic foundation for programming with higher-order abstract syntax and first-class substitutions - Brigitte Pientka (POPL 2008)"
20,8,10,"A Meta Lambda Calculus with Cross-Level Computation - Kazunori Tobisawa (POPL 2015)"
20,0,23,"A nonstandard standardization theorem - Beniamino Accattoli, Eduardo Bonelli, Delia Kesner, Carlos Lombardi (POPL 2014)"
20,11,16,"Higher-order equational logic programming - Zhenyu Qian (POPL 1994)"
20,21,7,"Focusing and higher-order abstract syntax - Noam Zeilberger (POPL 2008)"
20,22,13,"Pure patterns type systems - Gilles Barthe, Horatiu Cirstea, Claude Kirchner, Luigi Liquori (POPL 2003)"
20,25,12,"Copatterns: programming infinite structures by observations - Andreas Abel, Brigitte Pientka, David Thibodeau, Anton Setzer (POPL 2013)"
20,24,14,"Pure subtype systems - DeLesley S. Hutchins (POPL 2010)"
20,20,22,"A needed narrowing strategy - Sergio Antoy, Rachid Echahed, Michael Hanus (POPL 1994)"
20,44,19,"A staging calculus and its application to the verification of translators (preliminary report) - Robert Muller (POPL 1994)"
20,37,33,"From λσ to λν: a journey through calculi of explicit substitutions - Pierre Lescanne (POPL 1994)"
20,45,37,"Views: a way for pattern matching to cohabit with data abstraction - P. Wadler (POPL 1987)"
21,10,1,"Context-sensitive domain-independent algorithm composition and selection - Troy A. Johnson, Rudolf Eigenmann (PLDI 2006)"
21,1,10,"Call forwarding: a simple interprocedural optimization technique for dynamically typed languages - Koen De Bosschere, Saumya Debray, David Gudeman, Sampath Kannan (POPL 1994)"
21,9,26,"Promises: linguistic support for efficient asynchronous procedure calls in distributed systems - B. Liskov, L. Shrira (PLDI 1988)"
21,8,33,"Quantitative Interprocedural Analysis - Krishnendu Chatterjee, Andreas Pavlogiannis, Yaron Velner (POPL 2015)"
21,13,38,"Interprocedural constant propagation: a study of jump function implementation - Dan Grove, Linda Torczon (PLDI 1993)"
21,43,21,"Flow-sensitive interprocedural constant propagation - Paul R. Carini, Michael Hind (PLDI 1995)"
21,41,23,"Interprocedural side-effect analysis in linear time - K. D. Cooper, K. Kennedy (PLDI 1988)"
21,38,32,"Fast interprocedual alias analysis - K. D. Cooper, K. Kennedy (POPL 1989)"
22,7,42,"ABCD: eliminating array bounds checks on demand - Rastislav Bodík, Rajiv Gupta, Vivek Sarkar (PLDI 2000)"
23,0,17,"Parametric program slicing - John Field, G. Ramalingam, Frank Tip (POPL 1995)"
23,18,40,"Data specialization - Todd B. Knoblock, Erik Ruf (PLDI 1996)"
24,4,0,"A region-based compilation technique for a Java just-in-time compiler - Toshio Suganuma, Toshiaki Yasue, Toshio Nakatani (PLDI 2003)"
24,3,4,"Dynamic feedback: an effective technique for adaptive computing - Pedro C. Diniz, Martin C. Rinard (PLDI 1997)"
24,9,1,"Generalized just-in-time trace compilation using a parallel task farm in a dynamic binary translator - Igor Böhm, Tobias J.K. Edler von Koch, Stephen C. Kyle, Björn Franke, Nigel Topham (PLDI 2011)"
24,0,13,"Online performance auditing: using hot optimizations without getting burned - Jeremy Lau, Matthew Arnold, Michael Hind, Brad Calder (PLDI 2006)"
24,5,12,"Using annotations to reduce dynamic optimization time - Chandra Krintz, Brad Calder (PLDI 2001)"
24,7,27,"Evaluating iterative optimization across 1000 datasets - Yang Chen, Yuanjie Huang, Lieven Eeckhout, Grigori Fursin, Liang Peng, Olivier Temam, Chengyong Wu (PLDI 2010)"
24,31,5,"Dynamo: a transparent dynamic optimization system - Vasanth Bala, Evelyn Duesterwald, Sanjeev Banerjia (PLDI 2000)"
24,12,24,"Towards automatic construction of staged compilers - Matthai Philipose, Craig Chambers, Susan J. Eggers (POPL 2002)"
24,20,16,"Simple and effective link-time optimization of Modula-3 programs - Mary F. Fernández (PLDI 1995)"
24,24,14,"A framework for interprocedural optimization in the presence of dynamic class loading - Vugranam C. Sreedhar, Michael Burke, Jong-Deok Choi (PLDI 2000)"
24,30,9,"Debugging optimized code with dynamic deoptimization - Urs Hölzle, Craig Chambers, David Ungar (PLDI 1992)"
24,35,8,"Meta optimization: improving compiler heuristics with machine learning - Mark Stephenson, Saman Amarasinghe, Martin Martin, Una-May O'Reilly (PLDI 2003)"
24,25,19,"Link-time optimization of address calculation on a 64-bit architecture - Amitabh Srivastava, David W. Wall (PLDI 1994)"
24,22,23,"Scalable cross-module optimization - Andrew Ayers, Stuart de Jong, John Peyton, Richard Schooler (PLDI 1998)"
24,21,28,"Fast, effective dynamic compilation - Joel Auslander, Matthai Philipose, Craig Chambers, Susan J. Eggers, Brian N. Bershad (PLDI 1996)"
24,29,21,"Fast searches for effective optimization phase sequences - Prasad Kulkarni, Stephen Hines, Jason Hiser, David Whalley, Jack Davidson, Douglas Jones (PLDI 2004)"
24,16,36,"Profile-guided code compression - Saumya Debray, William Evans (PLDI 2002)"
24,26,26,"Efficient incremental run-time specialization for free - Renaud Marlet, Charles Consel, Philippe Boinot (PLDI 1999)"
24,18,35,"MaJIC: compiling MATLAB for speed and responsiveness - George Almási, David Padua (PLDI 2002)"
24,43,17,"A framework for unrestricted whole-program optimization - Spyridon Triantafyllis, Matthew J. Bridges, Easwaran Raman, Guilherme Ottoni, David I. August (PLDI 2006)"
24,27,40,"Customization: optimizing compiler technology for SELF, a dynamically-typed object-oriented programming language - C. Chambers, D. Ungar (PLDI 1989)"
24,38,34,"Selective specialization for object-oriented languages - Jeffrey Dean, Craig Chambers, David Grove (PLDI 1995)"
24,44,31,"Data specialization - Todd B. Knoblock, Erik Ruf (PLDI 1996)"
24,47,29,"Aggressive inlining - Andrew Ayers, Richard Schooler, Robert Gottlieb (PLDI 1997)"
24,45,38,"Online optimizations driven by hardware performance monitoring - Florian T. Schneider, Mathias Payer, Thomas R. Gross (PLDI 2007)"
24,40,46,"A concurrent compiler for Modula-2+ - David B. Wortman, Michael D. Junkin (PLDI 1992)"
25,14,8,"Scalable variable and data type detection in a binary rewriter - Khaled ElWazeer, Kapil Anand, Aparna Kotha, Matthew Smithson, Rajeev Barua (PLDI 2013)"
25,35,4,"Tracelet-based code search in executables - Yaniv David, Eran Yahav (PLDI 2014)"
25,47,14,"Detection and recovery of endangered variables caused by instruction scheduling - Ali-Reza Adl-Tabatabai, Thomas Gross (PLDI 1993)"
25,29,40,"Dynamic determinacy analysis - Max Schäfer, Manu Sridharan, Julian Dolby, Frank Tip (PLDI 2013)"
25,25,46,"Design and implementation of sparse global analyses for C-like languages - Hakjoo Oh, Kihong Heo, Wonchan Lee, Woosuk Lee, Kwangkeun Yi (PLDI 2012)"
25,32,49,"Off-line variable substitution for scaling points-to analysis - Atanas Rountev, Satish Chandra (PLDI 2000)"
26,1,1,"Foundations for structured programming with GADTs - Patricia Johann, Neil Ghani (POPL 2008)"
26,11,15,"Steno: automatic optimization of declarative queries - Derek Gordon Murray, Michael Isard, Yuan Yu (PLDI 2011)"
26,8,18,"Programming primitives for database languages - Ashok K. Chandra (POPL 1981)"
26,14,16,"Optimizing database-backed applications with query synthesis - Alvin Cheung, Armando Solar-Lezama, Samuel Madden (PLDI 2013)"
26,2,32,"Generalized certificate revocation - Carl A. Gunter, Trevor Jim (POPL 2000)"
26,15,19,"Extracting queries by static analysis of transparent persistence - Ben Wiedermann, William R. Cook (POPL 2007)"
26,21,13,"Jedd: a BDD-based relational extension of Java - Ondřej Lhoták, Laurie Hendren (PLDI 2004)"
26,6,29,"Toward a verified relational database management system - Gregory Malecha, Greg Morrisett, Avraham Shinnar, Ryan Wisnesky (POPL 2010)"
26,29,9,"Specifying programming language semantics: a tutorial and critique of a paper by Hoare and Lauer - I. Greif, A. Meyer (POPL 1979)"
26,0,39,"Unified algebras and modules - P. D. Mosses (POPL 1989)"
26,12,27,"Universality of data retrieval languages - Alfred V. Aho, Jeffrey D. Ullman (POPL 1979)"
26,5,41,"Data representation synthesis - Peter Hawkins, Alex Aiken, Kathleen Fisher, Martin Rinard, Mooly Sagiv (PLDI 2011)"
26,46,0,"Differential Privacy: Now it's Getting Personal - Hamid Ebadi, David Sands, Gerardo Schneider (POPL 2015)"
26,20,33,"An algebra of relations for machine computation - Patrick Hall, Peter Hitchcock, Stephen Todd (POPL 1975)"
26,28,26,"The logic of a relational data manipulation language - Marco A. Casanova, Philip A. Bernstein (POPL 1979)"
26,35,30,"On the expressive power of query languages for relational databases - Eric C. Cooper (POPL 1982)"
26,31,40,"Semantics and correctness of a query language translation: (preliminary version) - E. Gansner, J. R. Horgan, C. M. R. Kintala, D. J. Moore, P. Surko (POPL 1982)"
26,38,43,"Expressiveness of the operation set of a data abstraction - Deepak Kapur, Srivas Mandayam (POPL 1980)"
27,3,0,"DReX: A Declarative Language for Efficiently Evaluating Regular String Transformations - Rajeev Alur, Loris D'Antoni, Mukund Raghothaman (POPL 2015)"
27,11,5,"Automating string processing in spreadsheets using input-output examples - Sumit Gulwani (POPL 2011)"
28,0,13,"Interprocedural may-alias analysis for pointers: beyond k-limiting - Alain Deutsch (PLDI 1994)"
28,12,9,"Type-based alias analysis - Amer Diwan, Kathryn S. McKinley, J. Eliot B. Moss (PLDI 1998)"
28,8,16,"Load-reuse analysis: design and evaluation - Rastislav Bodík, Rajiv Gupta, Mary Lou Soffa (PLDI 1999)"
28,1,24,"Efficient flow-sensitive interprocedural computation of pointer-induced aliases and side effects - Jong-Deok Choi, Michael Burke, Paul Carini (POPL 1993)"
28,5,38,"Context-sensitive interprocedural points-to analysis in the presence of function pointers - Maryam Emami, Rakesh Ghiya, Laurie J. Hendren (PLDI 1994)"
28,10,40,"Abstractions for recursive pointer data structures: improving the analysis and transformation of imperative programs - Laurie J. Hendren, Joseph Hummell, Alexandru Nicolau (PLDI 1992)"
28,14,39,"Interprocedural modification side effect analysis with pointer aliasing - William Landi, Barbara G. Ryder, Sean Zhang (PLDI 1993)"
28,26,33,"Context-insensitive alias analysis reconsidered - Erik Ruf (PLDI 1995)"
29,2,2,"A Scalable, Correct Time-Stamped Stack - Mike Dodds, Andreas Haas, Christoph M. Kirsch (POPL 2015)"
29,12,0,"Speculative linearizability - Rachid Guerraoui, Viktor Kuncak, Giuliano Losa (PLDI 2012)"
29,0,21,"Library abstraction for C/C++ concurrency - Mark Batty, Mike Dodds, Alexey Gotsman (POPL 2013)"
29,18,3,"Line-up: a complete and automatic linearizability checker - Sebastian Burckhardt, Chris Dern, Madanlal Musuvathi, Roy Tan (PLDI 2010)"
29,20,5,"Concurrent libraries with foresight - Guy Golan-Gueta, G. Ramalingam, Mooly Sagiv, Eran Yahav (PLDI 2013)"
29,17,14,"Tractable Refinement Checking for Concurrent Objects - Ahmed Bouajjani, Michael Emmi, Constantin Enea, Jad Hamza (POPL 2015)"
29,16,18,"Dynamic synthesis for relaxed memory models - Feng Liu, Nayden Nedev, Nedyalko Prisadnikov, Martin Vechev, Eran Yahav (PLDI 2012)"
29,28,9,"Deriving linearizable fine-grained concurrent objects - Martin Vechev, Eran Yahav (PLDI 2008)"
29,26,12,"Modular verification of linearizability with non-fixed linearization points - Hongjin Liang, Xinyu Feng (PLDI 2013)"
29,39,1,"A sound and complete abstraction for reasoning about parallel prefix sums - Nathan Chong, Alastair F. Donaldson, Jeroen Ketema (POPL 2014)"
29,9,38,"Quantitative relaxation of concurrent data structures - Thomas A. Henzinger, Christoph M. Kirsch, Hannes Payer, Ali Sezgin, Ana Sokolova (POPL 2013)"
29,31,17,"Sequential verification of serializability - H. Attiya, G. Ramalingam, N. Rinetzky (POPL 2010)"
29,41,10,"On interference abstractions - Nishant Sinha, Chao Wang (POPL 2011)"
29,27,33,"Axioms for concurrent objects - M. P. Herlihy, J. M. Wing (POPL 1987)"
29,34,32,"VYRD: verifYing concurrent programs by runtime refinement-violation detection - Tayfun Elmas, Serdar Tasiran, Shaz Qadeer (PLDI 2005)"
29,46,23,"Proving thread termination - Byron Cook, Andreas Podelski, Andrey Rybalchenko (PLDI 2007)"
29,24,45,"Proving that non-blocking algorithms don't block - Alexey Gotsman, Byron Cook, Matthew Parkinson, Viktor Vafeiadis (POPL 2009)"
29,37,46,"A calculus of atomic actions - Tayfun Elmas, Shaz Qadeer, Serdar Tasiran (POPL 2009)"
29,48,41,"Summarizing procedures in concurrent programs - Shaz Qadeer, Sriram K. Rajamani, Jakob Rehof (POPL 2004)"
30,0,20,"Ur/Web: A Simple Model for Programming the Web - Adam Chlipala (POPL 2015)"
30,18,5,"Taming the parallel effect zoo: extensible deterministic parallelism with LVish - Lindsey Kuper, Aaron Todd, Sam Tobin-Hochstadt, Ryan R. Newton (PLDI 2014)"
30,10,13,"The nesC language: A holistic approach to networked embedded systems - David Gay, Philip Levis, Robert von Behren, Matt Welsh, Eric Brewer, David Culler (PLDI 2003)"
30,5,19,"Freeze after writing: quasi-deterministic parallel programming with LVars - Lindsey Kuper, Aaron Turon, Neelakantan R. Krishnaswami, Ryan R. Newton (POPL 2014)"
30,4,22,"Doppio: breaking the browser language barrier - John Vilk, Emery D. Berger (PLDI 2014)"
30,20,8,"Fault tolerance via idempotence - Ganesan Ramalingam, Kapil Vaswani (POPL 2013)"
30,16,16,"Languages as libraries - Sam Tobin-Hochstadt, Vincent St-Amour, Ryan Culpepper, Matthew Flatt, Matthias Felleisen (PLDI 2011)"
30,14,28,"First-class runtime generation of high-performance types using exotypes - Zachary DeVito, Daniel Ritchie, Matt Fisher, Alex Aiken, Pat Hanrahan (PLDI 2014)"
30,19,25,"Ur: statically-typed metaprogramming with type-level record computation - Adam Chlipala (PLDI 2010)"
30,30,18,"It's alive! continuous feedback in UI programming - Sebastian Burckhardt, Manuel Fahndrich, Peli de Halleux, Sean McDirmid, Michal Moskal, Nikolai Tillmann, Jun Kato (PLDI 2013)"
30,22,27,"Race detection for web applications - Boris Petrov, Martin Vechev, Manu Sridharan, Julian Dolby (PLDI 2012)"
